"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",-0.0182945451782678,0.000848882167116131,5.39845563209312e-05,5.26378645824983e-05,-0.000238335326373413,0.000208670266492929,-0.000210985292809957,5.0167879038217e-06,-0.000331430196205934,2.09917612833109e-05,0.000380769288753384,-0.0182883132638532,0.000877959524804578,4.40147296255988e-05,6.69696865511595e-05,-0.00016292226030698,0.000230664068178091,-0.000182099603253558,-0.000151889431330681,-0.000143058852274562,-5.64691636139737e-07,0.000345281823537613
"2",-0.0182945493414911,0.000848881075716235,5.39842152931429e-05,5.26333167676137e-05,-0.000238322917167451,0.000208652570244261,-0.000210969586562102,5.02930328331699e-06,-0.000331413860312866,2.09914543294897e-05,0.000380720237011971,-0.0182944770819029,0.000883093779790614,4.44509188848275e-05,6.7743353956787e-05,-0.000166388220359989,0.000233818511698029,-0.000185333891986966,-0.000151920970682914,-0.000148268532708852,-2.11078294262705e-07,0.000352079516219325
"3",-0.0183195138612687,0.000898734629187453,5.77807367349358e-05,6.39632075538839e-05,-0.00027315061511239,0.000251323693802973,-0.000249110956066801,-1.52778431054557e-05,-0.000375821296680557,2.28026273186987e-05,0.000470711715401348,-0.018294492619326,0.00091115478104375,4.69513812098936e-05,7.49949854859358e-05,-0.00019126564431072,0.000261993133640747,-0.000211631096023155,-0.00016268922808192,-0.00018199700726731,1.37361349579997e-06,0.000414917917397317
"4",-0.0183325584788047,0.000937821577502255,6.14066982424276e-05,7.84473236791108e-05,-0.00032627165999147,0.000309895380557334,-0.000306570457568903,-3.31109178339672e-05,-0.000459174973830334,2.81270226833908e-05,0.000632892041943531,-0.0182945130764052,0.000924500555079087,4.8192216875608e-05,7.89396685448041e-05,-0.000206176874719669,0.000277918549092756,-0.000227291137430882,-0.000167002351276141,-0.000204760291264583,2.78448337222572e-06,0.000456462507585979
"5",-0.0182977324003409,0.000855875421067964,5.45440990385877e-05,5.43147717051361e-05,-0.000243848028305638,0.000215093863352912,-0.000216887367402966,2.4357682839625e-06,-0.000338845185507782,2.13509965261147e-05,0.000394716194389197,-0.01827907052964,0.000872982614428187,4.36010258813713e-05,6.63377509196485e-05,-0.000159878921339322,0.000228060510398307,-0.000179354942316552,-0.000152170313500586,-0.000138411279205535,-8.95014725242137e-07,0.000339810628357598
"6",-0.0182883123246606,0.00083848658551252,5.32807245956332e-05,5.0768072160475e-05,-0.00023365837229153,0.000202018149143098,-0.000205579188051186,9.52849895575398e-06,-0.000326900516885978,2.09959399125137e-05,0.000369196416598701,-0.0182821465269903,0.000868081236457845,4.31661868040175e-05,6.54886392716127e-05,-0.000156172084160712,0.000224607462269271,-0.000175833849409038,-0.000151987619822874,-0.00013284392233719,-1.26458293761283e-06,0.000332178775765871
"7",-0.0183037365622254,0.000872429509927972,5.59961838784749e-05,5.92457403179051e-05,-0.000261571335491924,0.000234627428034555,-0.000235683905716818,-3.59524050482161e-06,-0.000365138339314472,2.29129709276273e-05,0.000442644534942707,-0.0182913985403164,0.00089359489593608,4.54068876203774e-05,7.12936361395766e-05,-0.000177164918882728,0.00024734629716576,-0.000197439278080026,-0.00015911019922933,-0.000161940311301356,2.43766422852013e-07,0.000382423451430028
"8",-0.0183072717632719,0.000887392295709874,5.75421630268835e-05,6.6397835354225e-05,-0.000289217522725295,0.00026431349557822,-0.000265682127817248,-1.11599120821145e-05,-0.000411263862930659,2.6138528146419e-05,0.00053347800139699,-0.0182698421991019,0.000873788241108145,4.36957984328108e-05,6.6923496174986e-05,-0.000161441333588905,0.000230268513467843,-0.000181258244081451,-0.000153683312420386,-0.000140279047378122,-8.65386429041659e-07,0.000345031914717062
"9",-0.0183590607060826,0.000990828459905807,6.53437428662112e-05,8.8202181270292e-05,-0.00035538226390967,0.000345491534187114,-0.000337301299821672,-5.01730514001977e-05,-0.000491845883829933,2.90322086750331e-05,0.000689539725211439,-0.0182853753571761,0.000941880126393074,4.96849045236962e-05,8.21127604182599e-05,-0.0002170786002521,0.000289912920998577,-0.000238193392656788,-0.00017139450552456,-0.000217807849507651,3.21925660617889e-06,0.000476743890336153
"10",-0.0183919198561612,0.00108849225545917,7.44465633459278e-05,0.000125824109144051,-0.000494203998172155,0.000498470424195046,-0.000488239069090548,-9.61509828509851e-05,-0.000713468874016767,4.35806953617802e-05,0.00112822321709473,-0.0182242041156391,0.000909170010506897,4.69223793729665e-05,7.55869023959522e-05,-0.000193127888698511,0.000264397566195872,-0.000213900667292988,-0.000164035035533508,-0.000184856910215208,1.50687201529577e-06,0.000422298062105994
