"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",-0.000104699118106077,7.19910236348534e-06,0.00104493204807823,0.00114926314083701,0.000949599663245763,-0.000439868289994371,0.00156574231346666,0.000210908355776331,0.000822483448160385,0.00335420435176045,0.0027871293101024
"2",-2.06771401452949e-05,2.60107735819161e-06,0.000202306325501401,0.000197407542844452,0.000163737539504632,-6.50145521451931e-05,0.000338796469326052,3.8931045248132e-05,0.000191128998635842,0.000407423594983163,0.000444958092248517
"3",-0.000482372204227564,0.000713850441225334,0.00358563740688941,0.0124395371562483,-0.00323582950393614,-0.00159246142220238,0.0235793285248591,0.0250956361061644,-0.0365957086882296,0.0502248686555578,0.0243480790238238
"4",-0.000660939340728274,-0.00138149644763121,0.00499411123606007,0.0239794100121132,-0.00912668251832759,0.00939444498244552,-0.0154119351697668,0.0250660867292223,0.0363108891781328,0.0428125521027469,-0.016910325934247
"5",-0.000305761468446362,0.000567423435386637,0.00175849776755372,0.00770448091336618,-0.00233681892616657,-0.000268116133261948,0.0164857011485688,0.0215547246168543,-0.0262545018588155,0.0385711044511011,0.0187799846728981
"6",-0.000284606339853859,-0.00068729571440096,0.00219656343529493,0.012467370038898,-0.00527954508231478,0.00531402183222333,-0.00888412928465701,0.0153923378085775,0.0181524122724936,0.025563554494333,-0.00867531773474219
"7",-0.000242475482256738,0.000520602889661995,0.00133120726464142,0.00613358941448909,-0.00164981765206027,-0.000934723789636643,0.0146812172706236,0.0174185191297969,-0.0244410275807583,0.0318183283256381,0.0171637536148922
"8",-0.000308828925922235,-0.000751612457583725,0.00237261723967762,0.0134509453990385,-0.00533456198753426,0.00572495408426998,-0.0101586511364164,0.0162611489456899,0.021059907808366,0.0270732379950487,-0.00982591359160762
"9",-0.000303558429871379,0.000619134858181609,0.00136072961262589,0.00607383111232195,-0.00174755632892649,-0.000744488424189064,0.0143570136851052,0.0174176731567395,-0.0234947239721224,0.0314856600983889,0.0162023417418716
"10",-0.000682540381048221,-0.00142745360126378,0.0048134165001746,0.0209102693586245,-0.00671143517431548,0.00824322759731317,-0.0167948227157489,0.0186898244066531,0.0304425461216185,0.0345122037580486,-0.0118012931932044
"11",-0.000367521810792217,0.000377151058089393,0.00310580949566354,0.00977476751435755,-0.00272875864930233,-0.000368903556848176,0.0154516335320135,0.0164846951712082,-0.0219421102856942,0.0348865386897735,0.0141476097332038
"12",-0.000288009408302991,-0.000690188262483829,0.00216671464412388,0.0117514986409702,-0.00551416300836728,0.00516108714827418,-0.00860861811737701,0.0125924549808498,0.0174358500190885,0.0221577748086954,-0.0111483072331136
"13",-0.000390200330592468,0.000587135820662945,0.00236937219826016,0.00844602960299197,-0.00196584981936474,-0.000328329456711456,0.0172460672826624,0.0201286705771134,-0.0248443812618992,0.0349629263925488,0.0181282896153799
"14",-0.00056136577033658,-0.00108904208376486,0.00399755585776022,0.0161148428055883,-0.00477180058122246,0.00621360274404751,-0.0123412218870119,0.0137057947866378,0.0218714723619162,0.0264617475623707,-0.00732934189035294
"15",-0.000244108704480493,0.00045914000948119,0.00157514866018387,0.00702306520901423,-0.00219531022310717,-0.0003829638663204,0.0145647677387315,0.0192540507670201,-0.0235409660901206,0.0346581742151978,0.0163562175902109
"16",-0.000401470420221535,-0.000995963143041929,0.00365446985551139,0.0189419047837999,-0.00821638952156122,0.00819908842258135,-0.0143930836804219,0.0193595244255573,0.0276649115882948,0.0316227214568762,-0.015084309427747
"17",-0.00201631212779284,0.00179598354773753,0.010693013758065,0.0189565231455031,-0.0108830352802141,0.000880019325168996,0.0305943021573986,0.0112858435986635,-0.0211742402170677,-0.00315670448367726,-0.00265976083823597
"18",-0.00285694654919493,-0.00358177403105223,0.0262355725606887,0.0807455661157832,-0.0398705047991835,0.0195584803703023,0.00407490911468586,-0.0142883152703299,-0.00840447541528479,-0.0352532497164206,-0.0533281974246185
"19",-0.00124244845340217,-0.000196853886232495,0.00716910463845667,0.0163777231539979,-0.00735656965349395,-0.00090560111330492,0.0373442043654737,0.0129583579683503,-0.0282931608223444,0.00652008192833521,0.00262244253683051
"20",-0.00145725898087414,-0.00239148196738677,0.0166810008345325,0.0604873002981314,-0.0225699676004449,0.0176155364760304,-0.0128222268397834,-0.00533157975165203,0.0129877671745413,-0.0187732779852891,-0.0226471493513645
